,Rotation,Speed,Rudder,Apparent_wind_direction,Apparent_wind_speed,Class
4532,240.73,17.83,-41.94,-124.79,6.0,1
4533,317.71,20.74,-30.73,250.51,-7.79,1
4534,369.48,-11.1,7.83,-1.04,26.66,1
4535,-352.27,40.75,-18.21,325.69,-11.86,1
4536,-376.73,-3.21,0.68,343.4,-7.17,1
4537,160.01,42.71,-29.26,318.67,-13.66,1
4538,-460.03,37.43,9.38,347.77,8.36,1
4539,-326.18,16.05,0.39,-46.92,42.04,1
4540,470.16,-11.15,12.64,-35.27,-15.77,1
4541,-366.9,-7.95,18.85,-9.91,-6.87,1
4542,-666.33,33.41,18.96,185.45,-8.81,1
4543,-425.11,-8.37,5.76,-61.35,44.99,1
4544,-293.62,-14.71,-33.13,-104.83,19.24,1
4545,244.44,-8.14,-25.55,79.68,28.79,1
4546,-89.06,27.03,18.1,322.26,-7.21,1
4547,86.76,-14.75,-17.65,213.74,-19.53,1
4548,518.85,38.72,-22.7,259.08,-1.26,1
4549,-154.91,32.87,10.23,82.97,-5.14,1
4550,-746.91,-4.13,9.4,-71.6,10.23,1
4551,468.39,-15.94,18.12,318.25,-6.94,1
4552,268.06,34.55,-5.56,24.93,0.05,1
4553,-298.12,-10.41,-35.18,274.83,25.85,1
4554,-707.02,5.46,-5.92,203.27,-8.62,1
4555,-494.41,20.03,-12.42,-10.94,28.15,1
4556,392.82,3.64,-20.29,335.73,37.24,1
4557,-739.37,11.47,-16.91,-31.41,15.92,1
4558,494.94,-7.71,-32.78,234.19,2.38,1
4559,118.9,11.68,-37.61,-72.69,41.53,1
4560,368.0,42.98,23.49,-159.84,5.03,1
4561,-582.35,38.29,23.4,236.52,-20.39,1
4562,519.99,21.32,-28.94,61.3,25.83,1
4563,-587.91,-3.09,-18.27,-132.93,16.71,1
4564,230.06,41.93,-11.19,-168.47,24.15,1
4565,-510.64,-10.9,7.06,-76.19,-14.15,1
4566,427.32,33.3,5.89,-155.88,3.14,1
4567,319.04,15.32,-0.15,231.39,-21.77,1
4568,-706.67,18.19,13.29,230.35,20.38,1
4569,-655.92,-4.74,3.64,-177.9,20.59,1
4570,284.3,-8.34,-14.34,19.58,-16.54,1
4571,-350.25,-7.83,-6.79,220.08,17.21,1
4572,-417.85,10.28,-12.13,-27.72,-0.67,1
4573,-30.34,42.09,-16.1,329.85,-18.82,1
4574,-608.63,31.31,23.71,299.91,-1.08,1
4575,-395.44,44.54,15.95,295.05,23.5,1
4576,-297.49,-5.19,-1.99,257.99,10.29,1
4577,198.07,11.75,-23.21,-62.49,31.54,1
4578,-325.2,44.31,-27.0,33.72,6.05,1
4579,-235.5,17.1,19.44,68.18,-15.11,1
4580,-514.36,-14.45,-26.79,184.1,4.74,1
4581,-153.9,4.51,9.67,309.43,-5.6,1
4582,114.0,34.62,16.18,267.01,-19.28,1
4583,-649.2,32.0,-12.44,356.43,22.64,1
4584,296.93,41.89,14.23,102.04,38.67,1
4585,-478.22,20.67,-1.26,202.49,10.92,1
4586,-266.69,-14.67,7.25,138.6,-13.8,1
4587,122.88,17.19,-32.58,269.74,-18.86,1
4588,-300.67,8.59,15.41,17.01,9.98,1
4589,-723.06,-4.94,-11.11,134.66,16.71,1
4590,-677.43,-2.04,-34.09,-24.95,43.49,1
4591,-12.73,24.51,-35.13,99.11,-4.42,1
4592,-766.23,5.59,-10.37,173.97,6.48,1
4593,473.8,15.39,-34.67,106.39,42.78,1
4594,83.48,35.03,-14.47,-177.5,-9.87,1
4595,-655.64,-14.63,-21.44,-73.24,32.37,1
4596,-576.02,35.0,-15.65,30.52,43.39,1
4597,315.32,6.72,-20.63,26.49,11.23,1
4598,410.66,-8.89,2.14,-138.46,41.57,1
4599,306.32,38.36,12.08,18.6,-6.79,1
4600,500.7,34.53,-37.8,181.92,17.37,1
4601,-550.14,20.34,-20.91,59.71,-22.13,1
4602,154.6,38.09,-6.48,332.95,-10.38,1
4603,-32.4,-11.52,18.25,137.52,43.62,1
4604,376.94,36.02,17.75,-77.13,25.37,1
4605,-599.85,-2.59,18.21,133.17,45.18,1
4606,-492.92,-4.69,-23.96,-109.86,11.92,1
4607,-746.14,44.69,8.69,223.7,-6.05,1
4608,347.82,8.43,-9.36,303.05,20.12,1
4609,-232.43,-9.4,-10.47,131.84,45.55,1
4610,-631.37,20.03,7.79,317.51,41.35,1
4611,-771.42,39.88,-18.62,-149.07,-12.81,1
4612,-498.33,-5.21,13.49,-46.89,25.76,1
4613,-136.45,33.03,-29.87,4.73,39.92,1
4614,33.47,28.37,-19.2,344.7,6.63,1
4615,355.34,12.25,-6.71,276.6,18.2,1
4616,143.03,44.3,-2.54,321.62,25.46,1
4617,182.17,-15.75,25.64,70.55,-4.73,1
4618,197.92,38.26,-4.52,273.37,45.55,1
4619,-229.26,-17.48,2.63,-104.89,27.51,1
4620,-81.83,14.88,-31.0,74.36,41.52,1
4621,499.82,34.93,0.8,297.69,-16.74,1
4622,194.46,-11.72,-29.18,-55.67,25.2,1
4623,27.83,-1.26,-36.86,88.99,-1.88,1
4624,357.07,8.42,-40.83,285.87,42.09,1
4625,-716.62,10.82,-42.02,226.95,-18.34,1
4626,-632.37,3.52,-12.09,-178.61,27.56,1
4627,-361.76,33.37,-3.58,289.2,-8.1,1
4628,-91.56,18.94,9.39,261.43,-16.28,1
4629,350.46,26.4,-12.39,323.42,21.96,1
4630,-576.05,40.31,9.24,-56.22,-1.67,1
4631,-750.5,-0.88,-3.42,8.7,-19.51,1
4632,-384.43,22.8,25.36,-28.64,13.72,1
4633,-642.21,36.49,9.34,-58.18,-12.83,1
4634,313.05,44.19,3.7,-32.99,27.09,1
4635,-545.41,1.02,-2.11,-178.65,-21.8,1
4636,-717.9,-2.54,11.81,248.21,12.06,1
4637,-581.63,8.27,-23.3,313.13,6.69,1
4638,558.64,4.53,-34.67,-107.16,35.48,1
4639,94.15,30.83,-29.9,231.17,-7.06,1
4640,-351.53,6.61,12.12,329.83,25.15,1
4641,-574.72,4.48,6.56,-14.39,-14.91,1
4642,-677.9,45.24,-33.71,-87.47,-20.01,1
4643,-389.28,-1.64,15.87,-9.94,33.69,1
4644,351.57,16.11,-19.97,83.41,38.57,1
4645,-361.91,-0.62,19.03,265.37,3.83,1
4646,-657.26,11.22,18.85,220.73,19.05,1
4647,363.29,-7.41,-27.82,80.84,13.69,1
4648,-584.67,8.09,15.2,-68.57,32.4,1
4649,529.91,-12.34,-38.84,-125.65,44.75,1
4650,395.29,38.19,-31.05,21.72,30.43,1
4651,-445.17,29.98,8.02,70.38,-10.17,1
4652,-646.14,34.03,9.58,199.86,17.08,1
4653,-571.34,-5.21,24.63,46.38,26.6,1
4654,-608.45,-16.31,8.94,110.17,36.24,1
4655,202.84,13.61,-28.19,142.64,22.08,1
4656,267.48,21.66,-24.29,260.9,-5.21,1
4657,-560.42,-5.45,-40.92,188.96,18.3,1
4658,517.91,40.88,12.94,207.84,-17.71,1
4659,356.19,0.18,-2.05,-97.19,-10.02,1
4660,-61.53,43.97,-39.31,-17.49,-15.51,1
4661,265.48,45.62,-18.75,201.57,18.62,1
4662,-347.43,-7.77,16.02,69.51,7.79,1
4663,132.02,41.76,-6.15,282.05,9.26,1
4664,527.48,-3.4,-20.29,-93.55,-9.66,1
4665,-742.05,-8.78,-6.39,144.05,40.42,1
4666,516.96,17.26,-0.29,-172.68,-1.13,1
4667,-522.84,14.38,9.01,67.99,25.89,1
4668,-492.85,-0.41,17.31,299.01,22.37,1
4669,380.12,2.18,-37.44,329.58,43.75,1
4670,583.5,42.48,-34.55,7.69,18.59,1
4671,553.62,-5.66,-25.21,17.77,27.01,1
4672,401.1,3.83,-17.09,112.21,28.79,1
4673,-226.73,-4.97,1.48,265.18,-10.82,1
4674,-740.69,-1.12,-24.61,309.39,14.84,1
4675,545.27,12.02,-32.26,101.92,42.78,1
4676,525.38,31.86,-0.34,-161.1,25.48,1
4677,-615.96,-11.86,-3.4,344.27,17.06,1
4678,384.38,35.39,-22.46,50.32,45.68,1
4679,174.88,40.39,3.9,-131.4,-16.85,1
4680,-605.02,-5.01,5.57,299.7,-5.85,1
4681,-656.23,22.99,21.95,198.71,45.74,1
4682,-759.61,-0.77,1.29,269.95,-18.53,1
4683,-538.39,11.71,-5.13,-76.79,-16.12,1
4684,-539.17,12.4,17.77,242.56,-21.67,1
4685,-734.7,1.29,9.44,59.78,-22.03,1
4686,-495.93,-8.54,-31.57,-165.39,-17.46,1
4687,2.78,39.62,21.88,214.15,-18.5,1
4688,-291.89,27.53,19.94,199.57,-11.08,1
4689,-606.32,8.04,22.03,222.73,5.73,1
4690,401.51,22.16,-4.24,200.83,4.56,1
4691,-409.51,3.38,4.7,277.4,16.65,1
4692,564.45,-16.24,-27.58,289.31,1.06,1
4693,337.42,39.91,-26.87,-145.73,6.78,1
4694,479.2,1.46,6.58,257.25,-20.18,1
4695,479.24,-7.4,17.21,84.04,33.33,1
4696,422.7,28.6,-3.69,182.78,43.11,1
4697,-686.74,4.64,17.12,-53.85,22.55,1
4698,-28.7,39.02,-33.09,12.04,1.23,1
4699,238.07,36.5,-26.22,322.3,-0.02,1
4700,235.59,45.29,-4.31,287.02,15.4,1
4701,-309.1,18.27,7.06,-149.84,40.21,1
4702,386.02,37.47,8.87,-46.08,43.69,1
4703,-719.65,5.63,-20.14,-146.32,37.39,1
4704,296.16,35.85,-38.11,270.88,39.8,1
4705,536.54,40.52,-42.59,79.35,0.82,1
4706,578.57,28.95,-13.26,-113.38,10.6,1
4707,-52.21,31.62,-39.53,359.74,22.19,1
4708,120.73,35.34,-34.85,110.32,-19.72,1
4709,459.54,-14.98,-31.05,-127.95,42.91,1
4710,267.06,10.87,-21.12,24.76,45.73,1
4711,-446.55,13.74,-2.39,325.95,-1.62,1
4712,-555.7,-16.42,-1.24,-105.14,30.28,1
4713,-289.84,38.35,19.66,201.49,-0.33,1
4714,7.35,14.45,-31.27,-30.33,37.63,1
4715,-567.35,5.25,-31.07,271.09,-0.33,1
4716,-32.75,-14.95,1.33,-70.04,-18.54,1
4717,-677.68,-4.13,-20.15,-65.52,26.02,1
4718,-577.88,-5.04,-42.77,-117.44,34.12,1
4719,346.67,15.16,-37.12,-61.49,24.54,1
4720,349.11,37.71,7.05,128.48,9.75,1
4721,561.96,-14.11,-22.86,338.65,42.15,1
4722,-743.39,8.28,9.68,-78.69,7.01,1
4723,313.45,43.98,-36.36,4.69,-12.13,1
4724,1.39,39.91,-4.72,-22.39,36.14,1
4725,-681.47,-0.37,15.31,32.69,-17.17,1
4726,221.83,44.08,-22.58,14.54,-19.3,1
4727,-597.92,-1.87,7.83,-125.73,-15.63,1
4728,314.01,6.15,-0.05,236.03,-18.38,1
4729,500.69,26.81,7.93,39.72,20.37,1
4730,-772.92,3.63,-9.22,41.47,18.31,1
4731,-339.04,13.26,24.66,303.74,34.89,1
4732,-501.82,25.33,-2.94,161.97,-5.73,1
4733,-216.99,21.7,7.49,282.03,-10.93,1
4734,342.78,7.45,1.51,-124.35,14.87,1
4735,129.62,22.11,-27.11,35.43,-13.47,1
4736,-485.8,27.3,-32.54,310.74,-17.73,1
4737,575.9,-13.57,10.37,169.38,-0.4,1
4738,211.56,45.29,-6.57,232.23,-10.38,1
4739,-246.7,35.0,-17.26,260.06,-19.21,1
4740,-366.71,-14.8,-2.22,102.15,-22.11,1
4741,305.16,-11.78,-35.82,35.15,39.78,1
4742,-616.93,0.72,1.08,-56.99,26.27,1
4743,365.29,33.76,-15.83,112.44,38.6,1
4744,574.37,13.27,22.78,211.01,12.21,1
4745,-668.12,34.7,-13.45,91.18,24.65,1
4746,-293.17,0.58,-2.61,168.45,12.85,1
4747,-392.84,-7.14,9.3,-172.79,21.56,1
4748,-765.94,39.02,14.38,246.31,20.11,1
4749,-377.76,33.42,4.75,-56.38,30.32,1
4750,243.17,28.96,11.38,-57.88,40.42,1
4751,370.06,36.45,19.06,-68.64,34.43,1
4752,558.87,-2.49,22.98,216.12,8.42,1
4753,-130.24,42.46,-24.81,-135.59,-1.72,1
4754,285.47,0.33,8.97,-141.61,11.61,1
4755,151.94,16.64,-35.86,-165.43,-13.99,1
4756,-247.09,9.23,15.86,103.16,0.01,1
4757,580.07,6.28,-26.59,-50.65,0.01,1
4758,-17.76,12.78,21.87,242.73,14.34,1
4759,345.39,40.17,-39.13,20.46,29.49,1
4760,-488.87,43.84,17.49,352.25,12.61,1
4761,349.89,-6.01,-15.08,128.04,4.38,1
4762,343.5,-16.45,-27.5,-88.39,-16.68,1
4763,288.81,13.18,-31.98,-147.79,36.34,1
4764,-388.19,34.83,-31.35,17.34,-3.47,1
4765,-762.8,-10.24,-6.47,-73.85,21.64,1
4766,379.14,28.64,-18.35,-135.25,-16.33,1
4767,-320.01,38.18,9.67,-125.88,-2.29,1
4768,-555.3,33.71,25.76,-106.39,11.8,1
4769,82.29,19.4,-28.12,182.07,21.31,1
4770,-372.0,-12.87,14.42,143.21,22.89,1
4771,-421.16,-6.88,-1.82,1.8,-4.86,1
4772,-618.34,32.15,7.92,32.53,41.16,1
4773,577.93,5.92,21.68,83.81,13.01,1
4774,-769.47,-14.0,24.79,164.9,42.14,1
4775,-618.84,-16.55,-20.59,107.21,34.71,1
4776,27.79,-13.41,1.94,300.84,14.01,1
4777,-716.32,2.45,-20.5,-179.06,14.22,1
4778,-62.89,4.41,-40.08,-151.96,17.99,1
4779,111.81,33.27,-1.67,-157.61,12.78,1
4780,-116.63,-17.46,-12.13,279.88,20.92,1
4781,-509.67,27.61,7.27,125.03,15.61,1
4782,145.29,6.85,-13.41,20.09,45.5,1
4783,130.75,39.57,-3.69,-22.32,19.03,1
4784,-343.91,-17.65,23.99,283.64,24.12,1
4785,515.44,21.3,17.5,28.7,-2.6,1
4786,478.26,5.5,-5.66,209.54,42.71,1
4787,435.37,7.84,6.03,-20.25,-4.23,1
4788,-53.38,-12.28,11.53,321.44,32.77,1
4789,245.94,10.49,-9.98,-76.07,-16.17,1
4790,-109.08,-6.0,-38.09,-154.85,43.28,1
4791,484.29,2.34,-13.37,-11.77,7.26,1
4792,3.33,35.91,-29.32,153.94,18.7,1
4793,396.49,7.28,21.14,135.13,-18.45,1
4794,577.06,1.26,-42.36,-19.35,-20.35,1
4795,-194.62,-6.46,25.28,283.78,23.22,1
4796,384.17,15.53,-32.51,18.06,24.32,1
4797,-436.29,11.45,-1.72,261.0,-18.62,1
4798,-478.56,6.19,13.88,-30.22,9.76,1
4799,118.5,-8.76,-34.18,-91.31,22.53,1
4800,-327.21,18.32,10.97,219.99,-8.21,1
4801,540.2,-4.04,-29.82,-139.45,-8.54,1
4802,539.69,-17.11,21.78,-58.4,42.54,1
4803,-302.78,-6.21,17.11,270.24,21.77,1
4804,-628.09,5.73,1.98,212.83,37.97,1
4805,-578.42,0.58,17.62,-54.68,32.69,1
4806,-500.28,-7.96,17.55,-69.88,-16.63,1
4807,-339.84,-10.74,25.28,272.01,3.18,1
4808,509.88,1.11,1.79,325.67,-8.35,1
4809,367.34,18.37,-21.45,262.32,42.77,1
4810,536.9,-1.72,-0.95,-140.83,-7.37,1
4811,145.53,11.6,-40.98,60.9,-12.42,1
4812,-548.51,-5.08,-2.15,-113.01,-19.54,1
4813,-492.19,21.32,9.42,133.94,12.21,1
4814,582.92,37.14,-40.86,346.57,40.68,1
4815,-264.97,4.75,4.75,167.06,25.16,1
4816,494.93,26.53,2.65,-8.56,0.19,1
4817,132.16,36.47,5.68,230.45,44.66,1
4818,250.74,23.7,-22.36,209.56,-1.17,1
4819,-603.04,-14.55,17.12,352.99,42.91,1
4820,-398.55,40.48,-32.39,-132.52,-19.22,1
4821,-582.47,11.63,8.93,-145.5,33.15,1
4822,-74.64,35.77,-14.01,310.11,-11.43,1
4823,441.01,-0.72,-13.31,-86.11,13.03,1
4824,-358.63,-3.12,-38.37,-174.18,33.23,1
4825,490.65,12.29,-23.08,-38.74,2.07,1
4826,563.74,25.31,-28.69,23.18,4.19,1
4827,32.48,42.72,-12.69,16.59,17.64,1
4828,-413.03,-13.06,12.91,71.04,-9.81,1
4829,103.54,43.45,14.65,-25.71,-0.23,1
4830,318.35,35.2,-10.85,-64.34,17.96,1
4831,316.23,-15.93,18.92,155.81,-19.68,1
4832,300.84,-13.58,-20.25,35.11,32.76,1
4833,-605.86,-14.76,-35.8,314.32,-11.6,1
4834,30.32,-12.21,13.81,191.38,-17.49,1
4835,-598.59,36.0,8.67,344.74,14.13,1
4836,345.44,0.61,-24.66,124.33,34.59,1
4837,-34.32,36.64,-34.13,248.31,11.02,1
4838,-291.96,26.66,17.98,-123.23,4.84,1
4839,-164.1,-1.95,22.32,336.05,22.15,1
4840,-702.5,-12.12,-31.45,-67.41,22.35,1
4841,-640.03,-13.69,-38.78,120.88,32.23,1
4842,431.68,8.36,16.17,-107.79,17.14,1
4843,-231.63,22.59,-32.7,325.7,-9.85,1
4844,172.42,12.39,-39.8,26.68,-13.92,1
4845,-76.43,-7.7,23.74,172.37,7.61,1
4846,-137.0,40.07,-38.47,322.53,44.74,1
4847,169.65,30.75,-8.37,-48.76,10.44,1
4848,-574.65,26.53,23.92,-85.32,26.69,1
4849,-581.92,12.85,18.44,-107.9,37.07,1
4850,120.02,25.07,-14.57,-5.31,-20.45,1
4851,-268.74,38.36,8.21,80.27,44.64,1
4852,-748.48,11.65,-18.54,22.13,-0.87,1
4853,-428.12,-6.66,-12.48,190.5,26.47,1
4854,368.41,6.16,-20.88,196.68,11.33,1
4855,-571.23,-15.81,-15.29,-11.0,42.3,1
4856,233.87,41.38,-25.49,-64.2,32.23,1
4857,328.38,5.18,-25.83,292.03,43.44,1
4858,-730.28,41.81,-21.95,276.97,7.52,1
4859,-590.28,-12.28,-9.8,73.1,6.88,1
4860,312.64,-13.03,-41.7,280.42,14.67,1
4861,314.94,41.27,-0.02,275.33,33.44,1
4862,-240.4,-6.56,2.44,324.98,32.63,1
4863,344.99,26.82,11.04,-41.52,15.59,1
4864,-736.24,-10.75,5.74,-53.57,25.3,1
4865,353.79,9.79,-6.77,252.41,-6.63,1
4866,349.25,-12.49,-7.43,-10.71,34.6,1
4867,-508.5,34.6,17.66,-152.04,44.71,1
4868,-665.87,-5.67,20.95,298.15,-4.72,1
4869,419.44,43.07,-23.02,-81.4,-11.93,1
4870,-740.7,18.64,-7.27,75.2,-14.4,1
4871,184.18,36.35,2.9,107.9,-11.14,1
4872,331.61,26.22,16.9,11.43,45.04,1
4873,342.59,8.66,-25.81,72.88,30.1,1
4874,-207.81,41.45,-40.43,60.08,35.4,1
4875,-274.06,-14.25,-14.5,195.7,-19.71,1
4876,-681.13,-17.15,-10.83,129.55,1.23,1
4877,-519.47,18.1,22.26,-38.22,36.78,1
4878,-655.39,14.66,-19.7,21.96,-18.36,1
4879,565.21,45.56,-21.41,57.76,26.54,1
4880,-604.45,-12.08,5.74,-71.05,11.19,1
4881,-683.54,36.22,-1.14,292.64,45.61,1
4882,25.74,20.38,-40.55,27.29,-16.37,1
4883,-347.29,-7.24,13.87,156.62,-6.54,1
4884,-78.61,40.78,-32.16,163.64,24.53,1
4885,-710.13,-5.9,20.35,158.3,27.86,1
4886,-724.91,4.43,-40.59,110.4,44.26,1
4887,-586.12,-10.57,4.61,312.33,13.55,1
4888,325.01,29.06,-16.38,-50.16,-12.15,1
4889,488.75,42.96,-36.87,-118.24,38.7,1
4890,344.16,23.15,-10.76,269.31,-0.25,1
4891,-734.8,2.25,-37.09,356.09,4.07,1
4892,-404.15,-5.59,-17.08,348.42,8.7,1
4893,-721.17,-5.26,-37.5,306.64,2.44,1
4894,229.49,-10.54,-35.02,-94.2,37.33,1
4895,511.88,-2.4,-27.12,318.11,3.05,1
4896,-436.57,-11.24,14.45,-135.65,16.21,1
4897,-700.4,15.89,-9.11,57.8,40.71,1
4898,-739.39,10.25,-19.97,261.99,12.88,1
4899,228.82,26.24,-31.27,-4.54,9.13,1
4900,472.27,20.26,-18.77,-150.37,30.22,1
4901,439.04,-4.1,-14.74,341.29,8.75,1
4902,-697.76,-0.68,5.47,45.74,35.6,1
4903,-202.63,6.02,23.67,205.51,-19.3,1
4904,-509.43,42.02,15.67,78.79,-5.93,1
4905,427.52,-2.58,-17.51,-128.96,45.29,1
4906,545.73,23.17,21.47,77.74,28.09,1
4907,89.39,16.9,-40.88,21.65,6.68,1
4908,-531.63,-14.89,-4.19,80.51,-6.17,1
4909,154.12,41.16,-31.75,-165.56,-2.26,1
4910,181.69,3.34,-31.93,131.72,-9.46,1
4911,-737.4,37.32,23.5,118.13,18.46,1
4912,253.21,44.79,5.99,-79.06,34.8,1
4913,42.24,34.66,-36.76,-172.41,4.51,1
4914,-700.02,12.81,-12.84,-134.93,-8.54,1
4915,461.65,37.44,-16.03,-71.46,37.91,1
4916,-752.17,9.7,9.41,275.84,-17.1,1
4917,-742.48,8.14,8.45,166.17,-8.72,1
4918,560.82,30.3,-39.79,132.74,20.51,1
4919,574.19,-10.53,-29.14,204.78,27.53,1
4920,-577.65,22.23,4.2,330.35,19.89,1
4921,223.18,23.51,-14.72,271.49,16.3,1
4922,-769.44,-14.27,10.93,-30.64,-7.9,1
4923,-649.25,35.62,0.53,247.39,39.97,1
4924,-460.17,-1.81,7.87,307.09,30.77,1
4925,-763.06,35.91,-30.66,-121.52,-2.68,1
4926,-285.56,-8.25,22.43,48.77,-2.96,1
4927,-663.55,38.95,16.54,-134.12,38.25,1
4928,-256.6,-7.5,-11.48,220.71,5.27,1
4929,-340.5,-0.86,15.8,217.14,28.95,1
4930,241.84,33.97,-30.6,59.23,9.77,1
4931,447.98,-4.37,-1.84,54.6,-11.66,1
4932,386.86,-10.38,-2.44,75.51,24.97,1
4933,-739.35,40.44,17.04,22.03,27.43,1
4934,-472.73,36.99,16.96,-12.48,11.07,1
4935,178.06,42.89,-36.2,356.16,27.24,1
4936,-772.88,-8.8,-1.79,-147.49,-17.24,1
4937,-17.42,40.66,21.16,56.6,-15.84,1
4938,-739.46,-2.94,-32.29,-44.19,-1.13,1
4939,462.4,35.95,-17.36,351.54,9.1,1
4940,-754.55,22.64,-0.97,178.97,-13.0,1
4941,-323.06,-0.28,22.0,332.14,-6.85,1
4942,440.06,29.67,3.85,-105.36,43.08,1
4943,49.37,43.21,-23.54,226.08,-9.87,1
4944,-180.05,-13.56,14.0,-81.86,37.23,1
4945,-666.28,10.4,-32.3,33.31,-21.03,1
4946,511.87,-15.72,-39.92,131.65,14.67,1
4947,-277.48,37.16,-35.75,-110.6,9.36,1
4948,116.76,-0.89,-37.82,-118.12,-10.62,1
4949,406.6,1.01,-9.62,21.62,23.89,1
4950,533.04,-10.64,-29.24,-170.29,37.57,1
4951,-520.22,-8.44,25.51,-177.31,3.45,1
4952,-271.45,12.67,15.04,-64.31,-22.12,1
4953,-740.96,11.94,-38.46,-126.54,14.27,1
4954,235.12,35.87,-19.4,-29.55,44.26,1
4955,-376.16,43.69,2.52,92.97,-14.54,1
4956,-444.14,36.31,-5.81,350.55,-13.77,1
4957,-415.66,23.43,7.51,151.06,-1.16,1
4958,422.86,22.57,-1.7,-170.93,6.61,1
4959,-212.65,-13.14,20.21,358.62,-20.58,1
4960,530.06,22.19,-5.96,142.75,7.47,1
4961,183.74,21.61,-42.01,-13.79,34.34,1
4962,567.13,-14.04,0.42,222.34,37.83,1
4963,170.42,9.49,-29.38,180.43,17.66,1
4964,-443.17,-0.84,21.39,30.09,-5.0,1
4965,-423.98,20.07,18.25,59.51,-7.44,1
4966,-726.13,-10.25,-32.67,91.95,30.71,1
4967,-130.55,37.58,-38.61,262.56,12.72,1
4968,-604.79,-0.6,6.28,328.38,-1.74,1
4969,348.87,9.78,-20.74,-25.49,18.58,1
4970,112.96,36.17,2.55,199.57,1.17,1
4971,527.26,37.41,-30.14,172.47,20.77,1
4972,521.86,25.89,-22.52,314.99,-2.7,1
4973,-460.4,-1.54,3.56,-91.95,-3.73,1
4974,-632.24,9.73,-18.69,-168.81,13.2,1
4975,311.16,2.64,-34.51,-71.17,15.41,1
4976,494.75,24.17,10.9,285.73,30.51,1
4977,-336.65,15.24,3.39,174.83,-20.35,1
4978,242.11,-5.11,-24.12,-57.44,-14.01,1
4979,66.52,26.8,-8.83,326.08,-18.39,1
4980,-458.58,0.76,-28.12,37.14,34.97,1
4981,-352.58,26.68,-1.6,-28.16,44.68,1
4982,-772.99,38.45,-32.18,-145.46,4.03,1
4983,518.75,30.9,9.72,209.27,28.91,1
4984,322.57,-6.77,-26.71,160.39,-16.71,1
4985,413.65,39.91,-0.83,286.52,13.96,1
4986,242.38,5.01,-30.01,233.77,-12.96,1
4987,-640.55,36.75,19.43,233.61,28.23,1
4988,475.54,-9.7,0.36,107.02,42.36,1
4989,-363.6,-15.65,-3.87,191.42,28.13,1
4990,206.98,39.51,14.94,255.47,8.31,1
4991,-172.46,8.78,16.36,123.64,2.56,1
4992,-568.67,9.13,10.79,10.15,13.72,1
4993,-301.81,16.11,12.61,-29.56,12.56,1
4994,-423.33,26.79,5.92,163.8,42.36,1
4995,-197.54,43.06,-39.47,-163.53,13.25,1
4996,-402.02,-3.8,-5.34,236.94,27.16,1
4997,224.79,5.69,-19.41,218.88,37.79,1
4998,488.21,12.19,18.31,145.63,11.45,1
4999,35.18,7.09,-41.3,-175.91,-20.86,1
5000,-265.7,27.89,-40.87,249.7,-0.33,1
5001,-262.09,-16.88,-1.63,-132.62,-18.9,1
5002,-765.53,15.19,-35.32,-127.5,8.95,1
5003,-468.55,26.2,16.27,77.69,-11.85,1
5004,-472.6,21.22,6.63,236.8,-17.59,1
5005,24.87,-2.24,20.78,232.34,-0.24,1
5006,-192.3,41.2,-23.82,-116.81,16.14,1
5007,-281.85,-13.7,16.66,56.8,3.79,1
5008,-504.27,35.66,23.2,-115.61,6.47,1
5009,-739.29,18.2,1.07,203.54,32.88,1
5010,-459.4,39.32,21.82,53.69,-4.99,1
5011,-50.0,-8.42,18.96,139.12,14.38,1
5012,-138.41,-14.64,-25.41,-34.66,45.16,1
5013,-666.3,32.68,-40.12,-12.68,-21.85,1
5014,-524.99,-12.3,-12.33,111.01,-3.55,1
5015,-165.86,15.32,23.61,20.25,-7.5,1
5016,501.86,33.87,-19.03,181.81,22.45,1
5017,138.44,41.44,11.67,-167.83,20.45,1
5018,-746.7,11.03,23.11,-10.52,30.72,1
5019,-304.04,6.95,18.78,50.24,30.7,1
5020,494.43,29.59,-38.41,192.03,43.04,1
5021,-658.8,41.07,3.76,-127.74,-16.51,1
5022,-523.16,5.89,25.47,-85.01,-20.5,1
5023,-564.9,28.98,-8.1,151.54,-21.53,1
5024,490.61,-1.41,-38.48,-31.25,40.16,1
5025,545.4,44.54,-4.28,-131.99,-19.81,1
5026,41.47,36.23,-41.13,136.67,41.06,1
5027,430.5,28.42,15.71,115.19,-2.59,1
5028,-213.56,-8.55,-0.05,-130.88,18.94,1
5029,-654.27,-8.78,24.69,-129.74,35.98,1
5030,65.47,35.67,-36.35,-29.37,39.23,1
5031,568.32,4.43,-23.54,78.94,-4.5,1
5032,516.27,33.46,2.94,27.29,-6.46,1
5033,-59.64,34.99,-32.53,-29.26,-6.27,1
5034,399.74,4.31,-22.53,33.29,20.67,1
5035,539.91,5.36,1.48,210.95,44.22,1
5036,-18.25,31.25,-37.25,-126.26,10.22,1
5037,543.8,-17.31,-3.68,0.72,9.86,1
5038,536.57,-8.49,-20.9,-33.49,10.22,1
5039,413.23,-7.8,-34.41,346.61,2.07,1
5040,474.59,24.05,1.35,-166.0,22.87,1
5041,-556.95,-12.64,6.84,-43.99,-13.34,1
5042,-314.55,41.96,21.63,285.65,8.18,1
5043,436.92,26.99,18.93,359.16,-12.9,1
5044,-440.83,-14.4,7.44,189.99,-10.17,1
5045,-725.68,35.75,11.96,259.51,-7.98,1
